1.962528228759765625e+01 3.633062744140625000e+01 1.659647583961486816e+00 3.225382126450686244e+22 7.037493586540222168e-01
4.395695924758911133e-01 7.669182128906250000e+02 3.877539978027343750e+02 8.322937639597051897e+22 2.966417312622070312e+00
1.951277732849121094e+00 8.040576171875000000e+02 4.062664136290550232e-02 1.174318989862587107e+26 1.078968620300292969e+01
1.256544888019561768e-01 4.956060791015625000e+01 7.437548041343688965e-01 1.376779892054640947e+25 6.790565967559814453e+00
1.940830111503601074e+00 2.390386962890625000e+02 9.473423461914062500e+02 2.298065833089180390e+24 2.182765483856201172e+00
2.343879222869873047e+00 1.046804443359375000e+03 2.402945794165134430e-02 3.319395759463963369e+23 6.321144580841064453e+00
1.156120896339416504e+00 7.638742065429687500e+02 1.051885858178138733e-01 3.774508669926792311e+25 8.531165122985839844e+00
3.979527950286865234e-01 1.362699340820312500e+03 2.039679288864135742e+00 7.916806567840333849e+28 3.156347846984863281e+01
3.835220813751220703e+00 1.334855834960937500e+03 3.270917968750000000e+02 9.255993259074723779e+25 1.004900932312011719e+01
2.892250716686248779e-01 8.020940551757812500e+02 2.123744040727615356e-02 6.885696145475867936e+27 2.369922637939453125e+01
2.605904340744018555e-01 1.315899658203125000e+03 3.960883244872093201e-02 3.666574291570282820e+24 1.122739887237548828e+01
2.210711836814880371e-01 6.191188964843750000e+02 1.780811905860900879e+00 6.291824692032890720e+24 6.758283615112304688e+00
1.000763535499572754e+00 2.589274291992187500e+02 2.994779348373413086e-01 6.415605111779092868e+25 6.747258663177490234e+00
1.211900830268859863e+00 7.372235107421875000e+02 6.680696964263916016e+00 3.218985529238700190e+28 2.239156341552734375e+01
1.307837367057800293e-01 1.143633422851562500e+02 2.098715362548828125e+02 9.736211001865643180e+27 2.088342857360839844e+01
3.558417558670043945e+00 1.149746459960937500e+03 2.851274414062500000e+02 2.429149090031303079e+22 3.342983007431030273e+00
2.166143894195556641e+00 1.055888183593750000e+03 1.230218410491943359e+00 1.676734880389021929e+26 1.188111305236816406e+01
1.492087244987487793e+00 9.081217041015625000e+02 8.025752902030944824e-01 2.196455892115304603e+25 8.008315086364746094e+00
2.316189527511596680e+00 8.358605346679687500e+02 5.670695751905441284e-02 9.487543247048351869e+25 1.047076511383056641e+01
2.826538801193237305e+00 6.150395507812500000e+02 1.023362398147583008e+00 1.442040667946460138e+25 6.001941680908203125e+00
1.642738533020019531e+01 3.858654174804687500e+02 1.070563197135925293e+00 2.578275151018823067e+27 1.364562892913818359e+01
1.188389420509338379e+00 3.391899414062500000e+02 4.559424591064453125e+01 1.142192361744743437e+27 1.176352119445800781e+01
2.533272027969360352e+00 8.839477539062500000e+01 8.455536651611328125e+01 1.016529879730281739e+28 1.040951919555664062e+01
7.572543144226074219e+00 1.012586486816406250e+03 1.134511977434158325e-01 6.148575394123854774e+26 1.467763233184814453e+01
1.065582871437072754e+00 2.001773681640625000e+02 8.932814002037048340e-02 1.254433966759261156e+28 1.836721611022949219e+01
1.070204162597656250e+01 1.427592285156250000e+03 1.212924998253583908e-02 8.752747486425900912e+27 2.457783317565917969e+01
2.150145053863525391e+00 1.432437622070312500e+03 3.007436692714691162e-01 1.694613538532237522e+27 1.917321395874023438e+01
9.756093978881835938e+00 5.721329956054687500e+02 2.508864104747772217e-01 4.960812717660515284e+22 2.789381504058837891e+00
3.145363926887512207e-01 9.402073364257812500e+02 3.004790649414062500e+02 3.726527533824894753e+28 2.568761444091796875e+01
6.284112453460693359e+00 5.849899902343750000e+02 2.702471017837524414e+00 3.296195940843108969e+26 1.027108860015869141e+01
1.751405835151672363e+00 6.533667602539062500e+02 6.751772761344909668e-02 2.344521652195808682e+24 5.315647125244140625e+00
2.751155281066894531e+01 1.414593994140625000e+03 4.655716195702552795e-02 2.688748539690806543e+28 2.681931686401367188e+01
2.269855886697769165e-01 1.183399414062500000e+03 1.018827199935913086e+00 2.009628882226880714e+25 1.143509006500244141e+01
1.026932224631309509e-01 1.266752807617187500e+03 2.345121459960937500e+02 9.718097860240977638e+23 9.387287139892578125e+00
1.810341328382492065e-01 2.638307800292968750e+02 7.579534530639648438e+00 1.341586847834366483e+25 6.151485443115234375e+00
2.306469345092773438e+01 7.563825683593750000e+02 1.293185119628906250e+02 3.591807862801589514e+28 2.040357208251953125e+01
2.040143203735351562e+01 5.919747314453125000e+02 1.276567876338958740e-01 2.101728164742231910e+22 2.638350486755371094e+00
6.173440933227539062e+00 8.138903198242187500e+02 2.101841196417808533e-02 2.194450269865890532e+25 8.107327461242675781e+00
9.410485267639160156e+00 1.112338378906250000e+03 1.761586405336856842e-02 7.287193131966936719e+23 7.132050991058349609e+00
1.334173321723937988e+00 6.011518554687500000e+02 1.551746726036071777e+00 1.710307458846926332e+24 4.434432506561279297e+00
8.383579254150390625e-01 7.772824096679687500e+02 2.856262817382812500e+02 3.680642906302240417e+22 2.568261623382568359e+00
1.615393042564392090e+00 1.355472656250000000e+03 1.500578403472900391e+01 3.196024217564762517e+26 1.369166851043701172e+01
7.228941917419433594e-01 1.017671020507812500e+03 1.092852558940649033e-02 2.586838454280534738e+28 2.671464157104492188e+01
4.417477548122406006e-01 1.158892944335937500e+03 4.076392364501953125e+01 2.292199336128176525e+25 8.988042831420898438e+00
3.485863924026489258e+00 1.101814086914062500e+03 7.039564251899719238e-01 2.799513188847240138e+22 4.544901371002197266e+00
1.989359706640243530e-01 4.743139953613281250e+02 1.116982746124267578e+01 2.249139807601337890e+23 3.560232639312744141e+00
1.410795897245407104e-01 1.041218872070312500e+02 2.883997000753879547e-02 7.400235356111381155e+24 5.604480743408203125e+00
6.477528095245361328e+00 1.258184692382812500e+03 7.773961791992187500e+02 3.232145902587048897e+23 4.460534095764160156e+00
1.659852504730224609e+00 8.986015625000000000e+02 1.147833328247070312e+02 2.720988607906005898e+28 2.094465255737304688e+01
1.809636473655700684e+00 2.068894653320312500e+02 4.138493239879608154e-01 2.916403121339691757e+26 8.819798469543457031e+00
2.086734962463378906e+01 1.470826049804687500e+03 4.916504383087158203e+00 2.962762595479923668e+22 5.682217597961425781e+00
2.767159700393676758e+00 1.947850341796875000e+02 1.198850219726562500e+03 2.148494495874240322e+27 9.693566322326660156e+00
1.379572033882141113e+00 1.213992431640625000e+03 4.050965309143066406e+00 5.983885086731127908e+22 5.017773151397705078e+00
1.223133921623229980e+00 2.910657348632812500e+02 1.249065876007080078e+00 1.751676844223803238e+27 1.307523059844970703e+01
1.721606063842773438e+01 1.430026367187500000e+03 7.984161376953125000e+01 6.224241816938642878e+25 1.044591045379638672e+01
4.542116820812225342e-01 1.399611083984375000e+03 5.470889806747436523e-02 2.061277661551521551e+24 1.034247779846191406e+01
6.745002269744873047e-01 1.225175659179687500e+03 5.172384033203125000e+02 7.844505956395978863e+27 1.891764831542968750e+01
4.894523143768310547e+00 1.601868896484375000e+02 1.430271193385124207e-02 1.357816552677754683e+24 2.293303251266479492e+00
1.000646591186523438e+01 1.076868652343750000e+03 1.381132751703262329e-01 8.695199326513101813e+25 1.137956428527832031e+01
1.581215095520019531e+01 8.062821655273437500e+02 2.762405276298522949e-01 1.441635387214553216e+24 5.317461013793945312e+00
6.454039573669433594e+00 9.000054931640625000e+01 4.430176734924316406e+00 2.273331434440520110e+27 1.219765377044677734e+01
3.067889928817749023e+00 1.322134277343750000e+03 2.915610745549201965e-02 1.852830170405195182e+28 2.563230895996093750e+01
1.742651909589767456e-01 1.268509521484375000e+03 4.159826278686523438e+01 1.457807224621782190e+27 2.132705879211425781e+01
2.485599756240844727e+00 8.146634521484375000e+02 2.112586975097656250e+00 1.358359394058839785e+22 3.005078554153442383e+00
7.287262082099914551e-01 4.708662414550781250e+02 2.688091659545898438e+01 5.945586684466991920e+26 1.136532688140869141e+01
2.573674964904785156e+01 7.397132568359375000e+02 6.682280451059341431e-02 2.636004275796828265e+24 5.658909797668457031e+00
2.356819152832031250e+00 1.396481323242187500e+03 1.343584954738616943e-01 3.367987289334472240e+28 2.722348213195800781e+01
6.247898101806640625e+00 2.885674133300781250e+02 6.140753626823425293e-01 2.364032304163518900e+27 1.318344306945800781e+01
1.994348168373107910e-01 6.021286010742187500e+02 2.447724151611328125e+02 5.921508034135428382e+24 5.917969703674316406e+00
1.224629163742065430e+00 1.119262084960937500e+03 2.710284478962421417e-02 2.351564961500837857e+28 2.581136703491210938e+01
1.100167408585548401e-01 2.951391906738281250e+02 6.591130793094635010e-02 5.377038183418640228e+27 2.810849761962890625e+01
1.188129037618637085e-01 3.429613647460937500e+02 1.923783063888549805e+00 1.153636408173423590e+26 1.278981399536132812e+01
2.635824978351593018e-01 8.093736572265625000e+02 9.299166202545166016e-01 4.826389402083550286e+24 7.241659164428710938e+00
1.230603885650634766e+01 9.331193847656250000e+02 5.043277740478515625e+01 8.025364095658397322e+22 3.416823148727416992e+00
1.301896476745605469e+01 1.921763916015625000e+02 1.763500422239303589e-01 2.688134440201895122e+26 8.291672706604003906e+00
2.622127830982208252e-01 1.117578125000000000e+03 3.890405967831611633e-02 1.257500852561912927e+24 8.742321968078613281e+00
1.987696170806884766e+00 9.351785888671875000e+02 3.169017553329467773e+00 1.189851742127225422e+23 4.207490921020507812e+00
1.290576457977294922e-01 1.322875366210937500e+03 3.818197631835937500e+02 1.030319370638353026e+26 1.575515747070312500e+01
3.329198598861694336e+00 7.673065795898437500e+02 1.313525736331939697e-01 2.713696831334597396e+25 7.779686927795410156e+00
3.757418096065521240e-01 9.968101196289062500e+02 7.222682237625122070e-02 2.766682816290062943e+27 2.080044746398925781e+01
1.068231010437011719e+01 6.466878662109375000e+02 2.322592258453369141e+00 1.254059381870661489e+23 3.159214019775390625e+00
