1.075572967529296875e+00 4.538162231445312500e+01 2.775793457031250000e+01 6.672101266331594520e+28 5.968044757843017578e+00 1.121955513954162598e+00
8.398272514343261719e+00 1.188966308593750000e+03 1.377182769775390625e+02 6.440363063461170760e+24 6.535720825195312500e+00 3.042790591716766357e-01
2.341119194030761719e+01 1.399518676757812500e+03 1.920926198363304138e-02 1.415156640465515666e+28 7.901955604553222656e+00 8.044534362852573395e-03
9.032628536224365234e-01 1.215138305664062500e+03 7.989444732666015625e+01 7.156270478791845615e+25 8.569418907165527344e+00 3.205807209014892578e-01
1.656331896781921387e+00 2.664114379882812500e+02 2.567451477050781250e+00 5.436138526164777543e+26 1.426444625854492188e+01 2.785554170608520508e+00
2.433078885078430176e-01 1.239365722656250000e+03 1.582629241943359375e+02 1.093815902809266397e+23 6.562248229980468750e+00 9.277517795562744141e-01
1.948873710632324219e+01 1.133275146484375000e+03 1.034631114453077316e-02 1.116461983319521294e+23 8.187748908996582031e+00 1.742250800132751465e+00
2.114916563034057617e+00 8.699515991210937500e+02 3.656032943725585938e+01 4.035469471500709813e+28 7.441751956939697266e+00 1.824771612882614136e-02
2.763456583023071289e+00 7.522518920898437500e+02 3.786657810211181641e+00 5.380274683113116642e+25 1.029029750823974609e+01 1.129702210426330566e+00
1.183355808258056641e+01 3.639810485839843750e+02 4.919978231191635132e-02 8.765673008164963248e+22 3.771534204483032227e+00 6.084656119346618652e-01
2.416934728622436523e+00 7.615477905273437500e+02 3.201420605182647705e-02 9.725911166389018269e+28 2.909976482391357422e+00 2.328357732039876282e-05
6.029574275016784668e-01 9.752457275390625000e+02 1.452572464942932129e+00 1.729272909511317908e+23 7.287013053894042969e+00 2.862987279891967773e+00
9.929178237915039062e+00 1.312602050781250000e+03 2.511273324489593506e-02 2.535124763399925827e+28 6.447672843933105469e+00 2.326568821445107460e-03
5.051050186157226562e-01 4.610006408691406250e+02 2.614177894592285156e+01 1.011013418118374700e+22 1.803604006767272949e+00 6.639584898948669434e-02
2.251019775867462158e-01 1.095059082031250000e+03 6.800832599401473999e-02 3.016568316200018374e+23 8.032880783081054688e+00 5.471181869506835938e-01
1.285419464111328125e-01 2.467288970947265625e+02 6.824420392513275146e-02 1.910239837366047159e+22 4.267209053039550781e+00 1.572790384292602539e+00
1.641988372802734375e+01 6.104224014282226562e+01 5.321455746889114380e-02 1.713848945478702415e+24 5.285935878753662109e+00 1.054064273834228516e+00
8.056535720825195312e-01 3.809956054687500000e+02 4.092687368392944336e-02 2.998617714025533057e+27 1.832706260681152344e+01 2.532937765121459961e+00
1.913616657257080078e-01 1.126389648437500000e+03 1.133995801210403442e-01 4.057755676613735493e+27 2.020680999755859375e+01 1.013189554214477539e+00
4.091105461120605469e+00 1.189666870117187500e+03 1.566344141960144043e+00 2.553360535751013178e+27 1.364968585968017578e+01 5.403121709823608398e-01
2.033811807632446289e+00 5.604868774414062500e+02 3.875034332275390625e+01 9.238448791370519546e+24 4.193135261535644531e+00 5.686454474925994873e-02
9.910000562667846680e-01 1.385646209716796875e+02 7.943703651428222656e+00 3.677104557778684687e+25 2.247928619384765625e+00 2.071185968816280365e-03
5.278306961059570312e+00 4.875937500000000000e+02 3.980660095214843750e+02 1.215366463414476717e+27 1.353947448730468750e+01 2.220525741577148438e+00
1.412160843610763550e-01 5.319669723510742188e+01 2.760415524244308472e-02 7.253506956153183403e+25 1.735567092895507812e+01 7.854328632354736328e+00
1.753226161003112793e+00 2.489358215332031250e+02 8.328010864257812500e+02 3.348710229870473212e+23 2.457017660140991211e+00 1.329822391271591187e-01
9.250291585922241211e-01 6.681958007812500000e+02 1.273869574069976807e-01 3.033840161202939510e+23 5.604083061218261719e+00 5.659165382385253906e-01
2.419421911239624023e+00 5.872276000976562500e+02 7.037370651960372925e-02 7.594061152935090816e+26 2.119933843612670898e+00 6.604311784030869603e-05
7.086993455886840820e-01 5.155091552734375000e+02 1.926272734999656677e-02 2.786988137851567504e+23 1.369587063789367676e+00 4.128601867705583572e-04
9.058976769447326660e-01 9.442939453125000000e+02 3.170230686664581299e-01 8.874637550247707970e+28 1.509849739074707031e+01 2.015033066272735596e-01
6.050094962120056152e-01 6.828278808593750000e+02 1.898557692766189575e-02 9.109080732940554296e+27 7.644381046295166016e+00 1.561929192394018173e-02
4.606557190418243408e-01 5.772561035156250000e+02 1.194534897804260254e+00 9.307151245479461004e+26 4.147203922271728516e+00 2.795917680487036705e-03
3.736018240451812744e-01 9.415715789794921875e+01 1.313090667724609375e+02 9.968297015328565123e+28 1.268520069122314453e+01 7.464797496795654297e+00
1.257115650177001953e+01 8.178110351562500000e+02 3.962454497814178467e-01 3.084531237456741055e+23 5.768651485443115234e+00 5.813481211662292480e-01
6.726507186889648438e+00 7.324601440429687500e+02 1.891028594970703125e+02 1.703538080232627230e+23 3.229728937149047852e+00 1.402711570262908936e-01
