1.154225826263427734e+01 9.092453613281250000e+02 2.788405151367187500e+02 8.545883396229661601e+28 1.215161991119384766e+01 3.183798789978027344e-01
9.170316696166992188e+00 3.409732666015625000e+02 2.863218545913696289e+00 4.432126600564200754e+22 1.160670280456542969e+00 5.932978168129920959e-02
8.091181516647338867e-01 6.152667846679687500e+02 2.068077400326728821e-02 1.018406578607701858e+25 6.468210697174072266e+00 1.581789612770080566e+00
1.000909805297851562e+00 6.015333251953125000e+02 3.901819467544555664e+00 1.480037823869472080e+28 1.244141006469726562e+01 4.885900914669036865e-01
1.088355922698974609e+01 9.391099548339843750e+01 1.152077514648437500e+03 1.231388171274485865e+23 6.827477812767028809e-01 4.572522640228271484e-01
5.382348299026489258e-01 8.276203613281250000e+02 1.414807510375976562e+01 1.877972698885384568e+27 9.925652503967285156e+00 3.743480741977691650e-01
1.738025474548339844e+01 9.027338409423828125e+01 5.077283978462219238e-01 6.806470981406065804e+23 1.181172728538513184e+00 7.882727682590484619e-02
1.034295177459716797e+01 7.739979858398437500e+02 6.434760284423828125e+01 1.917089407075311220e+25 5.639260292053222656e+00 1.070740103721618652e+00
8.730967521667480469e+00 8.197722167968750000e+02 1.214230060577392578e-02 8.737883247625258345e+27 8.540285110473632812e+00 5.971528217196464539e-02
1.296727061271667480e-01 4.647395324707031250e+02 5.339143425226211548e-02 1.133397701263533708e+25 7.054251670837402344e+00 9.057481884956359863e-01
1.482624858617782593e-01 1.262446533203125000e+03 3.298287391662597656e+00 2.988284231687717699e+28 3.286324310302734375e+01 7.626754760742187500e+00
1.425690746307373047e+01 3.025210266113281250e+02 1.164434738159179688e+02 1.138381319759347265e+25 3.361146211624145508e+00 6.588538885116577148e-01
1.567564010620117188e+00 1.054311035156250000e+03 7.714963704347610474e-02 2.972407054081937585e+22 4.807575225830078125e+00 1.182424545288085938e+00
4.006086587905883789e-01 4.109106140136718750e+02 3.461658630371093750e+02 3.538666027329460057e+22 1.713514685630798340e+00 5.164854526519775391e-01
1.505207300186157227e+00 3.170729370117187500e+02 2.424201354980468750e+02 1.373910783249159754e+28 1.351381874084472656e+01 1.326182126998901367e+00
2.121285796165466309e-01 6.051014404296875000e+02 3.398522567749023438e+01 5.024950731753712203e+25 2.365693807601928711e+00 4.306247923523187637e-03
4.565431594848632812e+00 2.410848693847656250e+02 2.161148488521575928e-01 1.252721784246525213e+27 4.470608234405517578e+00 2.939167246222496033e-02
7.267217040061950684e-01 8.741409912109375000e+02 1.707708120346069336e+00 2.411016832319572809e+24 2.163693904876708984e+00 6.306210067123174667e-03
5.825164794921875000e+00 6.542714843750000000e+02 6.323703378438949585e-02 3.001779928681624643e+27 1.084927845001220703e+01 4.707224965095520020e-01
1.661178469657897949e+00 1.374776855468750000e+03 2.282365798950195312e+00 4.045851059084782364e+22 5.130794048309326172e+00 6.392061114311218262e-01
1.305741071701049805e-01 5.123908691406250000e+02 3.544973582029342651e-02 1.532437715182878913e+26 1.049164867401123047e+01 7.783520817756652832e-01
9.597414016723632812e+00 4.495425109863281250e+02 1.505210208892822266e+01 1.859670043050210702e+22 1.252486705780029297e+00 7.751330733299255371e-02
3.064261436462402344e+00 1.397436523437500000e+03 2.647687988281250000e+02 3.579587805199576974e+24 5.778182983398437500e+00 5.918173789978027344e-01
5.572754144668579102e-01 2.155340423583984375e+02 3.310162305831909180e+00 2.806678013773011865e+26 9.461183547973632812e+00 3.698816061019897461e+00
2.528609991073608398e+00 3.585619812011718750e+02 3.967947512865066528e-02 4.873997278003656969e+23 2.500615596771240234e+00 2.793842554092407227e-01
